idtabla,fechaventa,agente,supervisor,SUCURSAL,REGION,paquete_vendido,id_paquete,precio,TipoServicio,fecha
274319,2026-03-09 16:49:52,5966,5821,Tlajomulco,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274320,2026-03-09 16:50:43,6271,5468,Cd. Zihuatanejo,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-09
274321,2026-03-09 16:50:43,5468,5468,Cd. Zihuatanejo,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274322,2026-03-09 16:52:33,5765,3942,Tlajomulco,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274323,2026-03-09 16:52:33,5380,5380,Tlajomulco,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274324,2026-03-09 16:52:35,6279,5468,Ameca,OCCIDENTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274325,2026-03-09 16:54:03,6241,5380,Cd. Zamora,OCCIDENTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274326,2026-03-09 16:54:03,5246,5821,Cd. Zamora,OCCIDENTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274327,2026-03-09 16:54:03,5246,5821,Cd. Zamora,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274328,2026-03-09 16:54:30,6282,5380,Cd. Morelia,TCO,MAX BASICO 80,131,80.0,HBO,2026-03-09
274329,2026-03-09 16:54:30,3942,3942,Cd. Morelia,TCO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274330,2026-03-09 16:54:36,6248,5468,Cd. Obregón,PACIFICO,CAJA ADICIONAL HD Y XVIEW 0,91,0.0,XVIEW,2026-03-09
274331,2026-03-09 17:11:21,6248,5468,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-09
274332,2026-03-09 17:11:21,6018,5821,Cd. Morelia,TCO,HBO MAX 239 239,124,239.0,HBO,2026-03-09
274333,2026-03-09 17:11:58,5767,3942,Tlaquepaque,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274334,2026-03-09 17:12:38,6223,5380,Cd. Guadalajara,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274335,2026-03-09 17:12:38,5380,5380,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274336,2026-03-09 17:15:57,6321,5572,Zapopan,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274337,2026-03-09 17:15:57,5826,5572,Zapopan,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274338,2026-03-09 17:16:52,6303,5529,Cd. Culiacán,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-09
274339,2026-03-09 17:19:39,5886,3942,Jocotepec,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-09
274340,2026-03-09 17:23:22,5882,3942,Zapopan,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274341,2026-03-09 17:23:22,5246,5821,Zapopan,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274342,2026-03-09 17:25:04,6248,5468,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274343,2026-03-09 17:25:04,6248,5468,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274344,2026-03-09 17:25:04,5532,5821,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-09
274345,2026-03-09 17:34:22,6322,5572,Puerto Vallarta,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-09
274346,2026-03-09 17:34:22,6322,5572,Puerto Vallarta,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274347,2026-03-09 17:34:22,5826,5572,Puerto Vallarta,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274348,2026-03-09 17:39:05,6182,5590,Puerto Vallarta,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-09
274349,2026-03-09 17:39:05,6182,5590,Puerto Vallarta,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-09
274351,2026-03-09 17:39:20,6324,5572,Cd. Tepic,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274352,2026-03-09 17:39:20,5572,5572,Cd. Tepic,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274353,2026-03-09 17:41:11,6019,5468,Manzanillo,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274354,2026-03-09 17:41:11,6018,5821,Manzanillo,OCCIDENTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-09
274355,2026-03-09 17:43:25,5420,5380,Cd. Culiacán,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-09
274356,2026-03-09 17:43:25,5532,5821,Cd. Culiacán,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-09
274357,2026-03-09 17:43:50,6191,4125,Cd. Guadalajara,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274358,2026-03-09 17:43:50,5246,5821,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-09
274359,2026-03-09 17:46:34,6304,5529,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274360,2026-03-09 17:46:34,5590,5590,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274361,2026-03-09 17:47:40,6290,5380,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-09
274362,2026-03-09 17:47:40,5529,5529,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274363,2026-03-09 17:49:42,6044,4125,Zapopan,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274364,2026-03-09 17:59:02,6321,5572,Tarimbaro,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-09
274365,2026-03-09 17:59:02,6018,5821,Tarimbaro,TCO,HBO MAX 239 239,124,239.0,HBO,2026-03-09
274366,2026-03-09 18:01:05,6190,4125,Chiapa de Corzo,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-09
274367,2026-03-09 18:04:57,6240,4125,Cd. Tepic,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-09
274368,2026-03-10 09:22:01,5886,3942,Cd. Guadalajara,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274369,2026-03-10 09:22:01,5246,5821,Cd. Guadalajara,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274370,2026-03-10 09:23:16,5695,5590,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274371,2026-03-10 09:23:33,5960,5380,Villa Corregidora,BAJIO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274372,2026-03-10 09:25:02,6050,4125,Cd. Morelia,TCO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274373,2026-03-10 09:25:02,5966,5821,Cd. Morelia,TCO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274374,2026-03-10 09:28:28,6271,5468,Tlajomulco,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274375,2026-03-10 09:28:28,5246,5821,Tlajomulco,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274376,2026-03-10 09:28:56,6290,5380,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274377,2026-03-10 09:32:08,6241,5380,Tlajomulco,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274378,2026-03-10 09:34:08,6295,5529,Tlaquepaque,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274379,2026-03-10 09:34:08,5246,5821,Tlaquepaque,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274380,2026-03-10 09:34:42,6212,4125,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274381,2026-03-10 09:34:42,5966,5821,Cd. Morelia,TCO,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274382,2026-03-10 09:35:58,6228,5380,Tlajomulco,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274383,2026-03-10 09:35:58,5380,5380,Tlajomulco,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274384,2026-03-10 09:39:14,6248,5468,Cd. Morelia,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274385,2026-03-10 09:39:14,6018,5821,Cd. Morelia,TCO,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274386,2026-03-10 09:44:52,6017,5590,Cd. Zamora,OCCIDENTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274387,2026-03-10 09:44:52,5979,5821,Cd. Zamora,OCCIDENTE,PLAN AT&T 200 200,135,200.0,MEGAMOVIL,2026-03-10
274388,2026-03-10 09:46:16,6044,4125,Cd. Zamora,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274389,2026-03-10 09:46:16,5246,5821,Cd. Zamora,OCCIDENTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274390,2026-03-10 09:48:01,5978,3942,Tonalá,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274391,2026-03-10 09:48:01,5966,5821,Tonalá,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274392,2026-03-10 09:49:24,6233,5590,Zapopan,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274393,2026-03-10 09:49:24,6233,5590,Zapopan,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274394,2026-03-10 09:53:30,5863,5590,Zapopan,OCCIDENTE,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274395,2026-03-10 09:56:45,5420,5380,Zapopan,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274396,2026-03-10 09:56:45,5966,5821,Zapopan,OCCIDENTE,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274397,2026-03-10 09:56:59,6303,5529,Cd. Zamora,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274398,2026-03-10 09:56:59,5979,5821,Cd. Zamora,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274399,2026-03-10 10:02:27,6177,5468,Cd. Uruapan,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274400,2026-03-10 10:05:20,5130,5468,Chalco,CENTRO,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274401,2026-03-10 10:05:20,5966,5821,Chalco,CENTRO,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274402,2026-03-10 10:09:13,5872,4125,Cd. Colima,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274403,2026-03-10 10:09:13,5872,4125,Cd. Colima,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274404,2026-03-10 10:11:51,6245,5590,Ciudad Juarez,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274405,2026-03-10 10:11:51,5590,5590,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274406,2026-03-10 10:11:56,6223,5380,Cd. Zamora,OCCIDENTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274407,2026-03-10 10:11:56,5246,5821,Cd. Zamora,OCCIDENTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274408,2026-03-10 10:13:24,6149,5468,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274409,2026-03-10 10:13:24,5468,5468,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274410,2026-03-10 10:14:48,6325,5572,Cd. Uruapan,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274411,2026-03-10 10:14:48,5826,5572,Cd. Uruapan,OCCIDENTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274412,2026-03-10 10:15:18,6211,5468,Ciudad Juarez,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274413,2026-03-10 10:15:18,3942,3942,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274414,2026-03-10 10:16:21,5395,5590,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274415,2026-03-10 10:16:21,5966,5821,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274416,2026-03-10 10:16:24,5420,5380,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274417,2026-03-10 10:16:24,5420,5380,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274418,2026-03-10 10:16:24,5380,5380,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274419,2026-03-10 10:16:58,6231,4125,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274420,2026-03-10 10:16:58,4125,4125,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274421,2026-03-10 10:17:54,6306,5529,Cd. Colima,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274422,2026-03-10 10:17:54,5979,5821,Cd. Colima,OCCIDENTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274423,2026-03-10 10:18:41,6131,3942,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274424,2026-03-10 10:18:41,5246,5821,Ciudad Juarez,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274425,2026-03-10 10:19:30,6303,5529,Cd. Culiacán,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274426,2026-03-10 10:19:30,5572,5529,Cd. Culiacán,PACIFICO,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274427,2026-03-10 10:19:52,6208,4125,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274428,2026-03-10 10:19:52,3942,3942,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274429,2026-03-10 10:22:53,5695,5590,Cd. Tepic,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274430,2026-03-10 10:25:12,3940,5821,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274431,2026-03-10 10:28:10,5785,5468,Cd. Obregón,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274432,2026-03-10 10:28:10,5246,5821,Cd. Obregón,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274433,2026-03-10 10:30:12,6297,5529,Cd. Hermosillo,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274434,2026-03-10 10:30:12,5572,5529,Cd. Hermosillo,PACIFICO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274435,2026-03-10 10:30:36,6108,5380,Pastor,TCO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274436,2026-03-10 10:30:36,5966,5821,Pastor,TCO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274437,2026-03-10 10:32:02,6296,5529,Cd. Obregón,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274438,2026-03-10 10:34:20,6050,4125,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274439,2026-03-10 10:37:06,6241,5380,Cd. Hermosillo,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274440,2026-03-10 10:37:06,5246,5821,Cd. Hermosillo,PACIFICO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274441,2026-03-10 10:42:11,6240,4125,Cd. Culiacán,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274442,2026-03-10 10:43:07,6297,5529,Cd. Hermosillo,PACIFICO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274443,2026-03-10 10:43:07,5246,5821,Cd. Hermosillo,PACIFICO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274444,2026-03-10 10:44:15,5765,3942,Cd. Tepic,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274445,2026-03-10 10:44:15,3940,5821,Cd. Tepic,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274446,2026-03-10 10:55:20,6304,5529,Cd. Zihuatanejo,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274447,2026-03-10 10:55:20,5246,5821,Cd. Zihuatanejo,OCCIDENTE,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274448,2026-03-10 10:57:28,6108,5380,Tehuantepec,SURESTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274449,2026-03-10 10:57:28,5380,5380,Tehuantepec,SURESTE,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274450,2026-03-10 11:10:01,6211,5468,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274451,2026-03-10 11:10:01,5380,5380,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274452,2026-03-10 11:12:22,6303,5529,Cd. Jerez,TCO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274453,2026-03-10 11:12:22,3940,5821,Cd. Jerez,TCO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274454,2026-03-10 11:13:20,6046,4125,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274455,2026-03-10 11:13:20,4125,4125,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274456,2026-03-10 11:13:38,6282,5380,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274457,2026-03-10 11:13:38,5380,5380,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274458,2026-03-10 11:14:22,5872,4125,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274459,2026-03-10 11:14:22,5468,5468,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274460,2026-03-10 11:14:36,6050,4125,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274461,2026-03-10 11:14:36,5590,5590,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274462,2026-03-10 11:15:44,5893,5468,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274463,2026-03-10 11:15:44,5860,5821,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274464,2026-03-10 11:17:18,6324,5572,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274465,2026-03-10 11:17:18,5532,5821,Ciudad Juarez,NORTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274466,2026-03-10 11:18:42,6301,5529,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274467,2026-03-10 11:18:42,5572,5529,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274468,2026-03-10 11:20:56,5767,3942,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274469,2026-03-10 11:20:56,3942,3942,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274470,2026-03-10 11:23:27,6013,4125,Cd. Culiacán,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274471,2026-03-10 11:24:07,5943,5590,Cd. Culiacán,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274472,2026-03-10 11:24:07,5590,5590,Cd. Culiacán,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274473,2026-03-10 11:26:11,6228,5380,Cd. Culiacán,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274474,2026-03-10 11:27:51,5785,5468,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274475,2026-03-10 11:28:22,6050,4125,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274476,2026-03-10 11:28:40,4994,5821,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274477,2026-03-10 11:28:40,4994,5821,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274478,2026-03-10 11:28:40,5572,5529,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274479,2026-03-10 11:28:58,6044,4125,Ciudad Juarez,NORTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274480,2026-03-10 11:30:17,6304,5529,Cd. Hermosillo,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274481,2026-03-10 11:30:17,5590,5590,Cd. Hermosillo,PACIFICO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274482,2026-03-10 11:34:37,6295,5529,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274483,2026-03-10 11:34:37,3940,5821,Ciudad Juarez,NORTE,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274484,2026-03-10 11:36:42,6308,5529,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274485,2026-03-10 11:36:42,3940,5821,Ciudad Juarez,NORTE,PLAN AT&T 200 200,135,200.0,MEGAMOVIL,2026-03-10
274486,2026-03-10 11:38:02,6162,5590,Cd. Culiacán,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274487,2026-03-10 11:38:02,5246,5821,Cd. Culiacán,PACIFICO,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274488,2026-03-10 11:38:44,6307,5529,Cd. Hermosillo,PACIFICO,PLAN ALTAN 100 100,126,100.0,MEGAMOVIL,2026-03-10
274489,2026-03-10 11:38:44,5572,5529,Cd. Hermosillo,PACIFICO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274490,2026-03-10 11:41:24,5532,5821,Cd. Culiacán,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274491,2026-03-10 11:41:24,5979,5821,Cd. Culiacán,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274492,2026-03-10 11:43:58,6223,5380,Ciudad Juarez,NORTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274493,2026-03-10 11:44:51,6236,4125,Atlixco,SURESTE,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274494,2026-03-10 11:51:28,6017,5590,Cd. Obregón,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274495,2026-03-10 11:51:49,6241,5380,Cd. Obregón,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274496,2026-03-10 11:51:49,5966,5821,Cd. Obregón,PACIFICO,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274497,2026-03-10 11:53:00,6296,5529,Cd. Culiacán,PACIFICO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274498,2026-03-10 11:55:26,5765,3942,Cd. Patzcuaro,TCO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274499,2026-03-10 11:55:26,3942,3942,Cd. Patzcuaro,TCO,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274500,2026-03-10 12:00:24,5882,3942,Cd. Culiacán,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274501,2026-03-10 12:00:24,5246,5821,Cd. Culiacán,PACIFICO,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274502,2026-03-10 12:03:58,6149,5468,Cd. Obregón,PACIFICO,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
274503,2026-03-10 12:03:58,5532,5821,Cd. Obregón,PACIFICO,PLAN AT&T 100 100,129,100.0,MEGAMOVIL,2026-03-10
274504,2026-03-10 12:05:22,5943,5590,Puerto Vallarta,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274505,2026-03-10 12:05:22,5966,5821,Puerto Vallarta,OCCIDENTE,HBO MAX 239 239,124,239.0,HBO,2026-03-10
274506,2026-03-10 12:07:47,6108,5380,Villa Corregidora,BAJIO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274507,2026-03-10 12:07:47,5979,5821,Villa Corregidora,BAJIO,PLAN ALTAN 200 200,127,200.0,MEGAMOVIL,2026-03-10
274508,2026-03-10 12:08:18,3940,5821,Cd. Guadalajara,OCCIDENTE,MAX BASICO 80,131,80.0,HBO,2026-03-10
274509,2026-03-10 12:08:18,5532,5821,Cd. Guadalajara,OCCIDENTE,NETFLIX ANUNCIOS 80 80,113,80.0,NETFLIX,2026-03-10
274510,2026-03-10 12:10:39,6126,4125,Cd. Obregón,PACIFICO,MAX BASICO 80,131,80.0,HBO,2026-03-10
274511,2026-03-10 12:10:39,5380,5380,Cd. Obregón,PACIFICO,PLAN AT&T 200 200,130,200.0,MEGAMOVIL,2026-03-10
